Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
Sunset views studio next to yacht marina,Entire serviced apartment,entire_home,Dubai,25314,1,1,3,f,,False,False,119,0.0,26589,0.0,266,187,84,29,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.11625,55.13595
*Upgraded & Cozy Boutique Studio in Palm Jumeirah*,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,t,,False,False,105,0.0,12197,0.0,132,97,88,18,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.11633,55.13587
NEW! Gorgeous Studio with breath-taking Palm Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,65,0.0,928,0.0,34,12,42,1,,,,,,,,25.116606331343725,55.13615865349221
Beautiful Palm Jumeriah 2 Bedroom Apartment #,Entire rental unit,entire_home,Dubai,25314,3,4,5,f,1.0,True,True,281,76.0,16134,0.0,245,44,22,13,4.3,9.0,9.0,9.0,9.0,10.0,9.0,25.11645,55.13663
PVE 220-Sea View Studio-Large Terrace-Pool and Gym,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,5.0,True,False,124,27.0,33999,0.0,356,222,75,33,4.8,10.0,10.0,9.0,10.0,10.0,9.0,25.117,55.136
50% DISCOUNT GIVEN! Studio right by the sea!!!,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,,False,False,76,0.0,10488,0.0,138,122,100,12,4.2,9.0,9.0,9.0,9.0,9.0,8.0,25.117,55.136
50% DISCOUNT GIVEN! Fabulous studio on the water!!,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,,False,False,60,0.0,3042,0.0,65,42,78,1,,,,,,,,25.117,55.136
Paradise Studio in Plam Views |  Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,82,0.0,6790,0.0,90,69,92,6,5.0,10.0,10.0,10.0,8.0,10.0,10.0,25.117,55.136
Minimalistic Studio in Palm Views | Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,80,0.0,3652,0.0,83,38,55,6,,,,,,,,25.117,55.136
Spacious Studio in Palm Jumeirah w/ Stunning Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,80,0.0,3068,0.0,59,32,65,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.117,55.136
Palm Jumeirah exclusive studio | Sea view,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,True,95,0.0,22325,0.0,235,203,100,33,4.8,9.0,10.0,10.0,9.0,10.0,9.0,25.11701,55.1366
Marina Residences 2BR: Seaside in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,193,0.0,11348,0.0,60,49,98,1,,,,,,,,25.114,55.137
Large luxury apartment with amazing Palm views,Entire condo,entire_home,Dubai,25314,1,2,3,f,1.0,False,False,191,0.0,2053,0.0,25,9,43,0,4.0,10.0,10.0,10.0,10.0,8.0,8.0,25.11414,55.13688
Luxury Apt in Marina Residence 2,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,False,233,0.0,28058,0.0,223,101,54,21,4.5,10.0,10.0,9.0,10.0,10.0,9.0,25.11339,55.13773
A lovely studio on 24 fl with Burj al Arab view,Entire condo,entire_home,دبي,25314,Studio,1,2,t,,False,False,157,0.0,8125,0.0,69,43,75,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11332,55.13805
Lovely1-bed room luxury apartment with pool,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,t,,False,False,232,0.0,12653,0.0,202,46,27,10,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11331,55.13867
Worldclass view apartment at The Palm Jumeirah,Entire condo,entire_home,دبي,25314,Studio,1,3,t,,False,False,149,0.0,15806,0.0,136,88,78,11,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11358,55.13863
St Regis Living and Panoramic Views - High floor,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,t,,False,False,323,0.0,23750,0.0,129,61,57,11,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.11393,55.13821
Brand new luxury studio in the heart of the palm,Entire rental unit,entire_home,Dubai,25314,1,1,3,t,,False,False,132,0.0,4092,0.0,31,27,100,1,,,,,,,,25.114712929794504,55.13745819872231
HomesGetaway- Studio Apartment in Palm Views East,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,82,0.0,5863,0.0,143,59,50,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11499,55.1372
The Palm Tower I 1-Bedroom Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,120,0.0,8280,0.0,69,61,100,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1137288629224,55.13895390676245
Lovely studio with pool vacation home Palmjumeirah,Entire vacation home,entire_home,Dubai,25314,1,1,2,t,,False,False,100,0.0,7560,0.0,90,63,84,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11337,55.13947
Luxury Studio with Incredible Views,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,145,0.0,11819,0.0,209,68,39,8,4.5,9.0,9.0,8.0,9.0,10.0,8.0,25.11357,55.1395
Luxury Living & Panoramic views from St Regis,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,t,,False,False,275,0.0,41539,0.0,265,125,57,14,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.139
Livbnb Suites - 1BR w/ Sea View in Palm Tower,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,220,0.0,21648,0.0,164,82,60,6,,,,,,,,25.114,55.139
Bird's-eye view studio PalmTower,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,161,0.0,38799,0.0,277,201,87,24,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.139
The Palm Tower | Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,113,0.0,11079,0.0,129,82,76,14,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.139
The Palm Tower | High Floor 1-Bedroom,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,279,0.0,15526,0.0,159,46,35,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.139
Serviced new 1 bedroom in Palm Tower,Entire serviced apartment,entire_home,دبي,25314,1,1,2,f,,False,False,222,0.0,13766,0.0,117,52,53,8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,25.11406,55.13881
Stylish studio full sea view | Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,True,96,0.0,24864,0.0,259,220,100,33,4.4,9.0,10.0,9.0,9.0,9.0,9.0,25.11379,55.13946
Lovely serviced studio with beautiful view,Entire serviced apartment,entire_home,دبي,25314,Studio,1,2,f,,False,False,231,0.0,7519,0.0,105,27,31,7,5.0,8.0,10.0,10.0,10.0,10.0,10.0,25.11425,55.13921
Ultra Luxury Palm Tower with St Regis The Palm Fac,Entire rental unit,entire_home,Dubai,25314,1,2,2,t,,False,False,252,0.0,32780,0.0,271,108,48,18,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.11358181262789,55.139762917744974
Palm Tower Studio -infinity pool- Sea/Palm View,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,156,0.0,6758,0.0,76,36,57,4,5.0,10.0,10.0,10.0,8.0,10.0,8.0,25.11368,55.13986
Luxury & View meet in one place at Palm Tower,Entire vacation home,entire_home,دبي,25314,Studio,1,4,t,2.0,False,False,218,0.0,4166,0.0,21,16,91,10,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11346,55.14032
The Palm Tower I 1-Bedroom Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,134,0.0,8040,0.0,60,53,100,3,,,,,,,,25.11358127326773,55.1405481605981
"Primestay- The Palm Tower, Palm Jumeirah",Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,150,0.0,3255,0.0,35,18,62,6,5.0,2.0,10.0,10.0,2.0,10.0,10.0,25.1136,55.1406
Calm Studio at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,182,0.0,16751,0.0,236,76,39,10,4.4,9.0,10.0,10.0,8.0,9.0,9.0,25.114,55.14
Posh Studio at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,218,0.0,14453,0.0,195,56,34,9,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.114,55.14
LUX | Iconic Views at The Palm Tower Suite 1,Entire vacation home,entire_home,Dubai,25314,1,2,2,f,,False,False,230,0.0,22632,0.0,120,82,82,15,5.0,8.0,8.0,8.0,8.0,8.0,8.0,25.114,55.14
LUX | Iconic Views at The Palm Tower Suite 3,Entire vacation home,entire_home,Dubai,25314,1,2,2,f,,False,False,214,0.0,32667,0.0,215,128,71,22,4.8,9.0,10.0,10.0,9.0,10.0,10.0,25.114,55.14
LUX | Iconic Views at The Palm Tower Suite 4,Entire vacation home,entire_home,Dubai,25314,1,2,2,f,,False,False,238,0.0,44692,0.0,229,157,82,17,4.8,10.0,10.0,10.0,9.0,10.0,10.0,25.114,55.14
LUX | Iconic Views at The Palm Tower Suite 6,Entire vacation home,entire_home,Dubai,25314,1,2,2,f,,False,False,212,0.0,9483,0.0,71,37,63,12,4.7,10.0,10.0,9.0,10.0,10.0,10.0,25.114,55.14
Enjoy Sea Views from this 1 Bed Apt in Palm,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,401,0.0,3340,0.0,17,7,49,3,5.0,8.0,10.0,10.0,8.0,10.0,10.0,25.114,55.14
Sleek 1BR at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,250,0.0,19500,0.0,130,65,60,8,1.0,8.0,2.0,2.0,10.0,10.0,2.0,25.114,55.14
Charming Studio with Beach Views & Infinity Pool,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,130,0.0,27144,0.0,240,175,87,28,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.14
1 Bdr Seaview in The Palm Tower by St. Regis,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,187,0.0,22500,0.0,188,100,64,11,,,,,,,,25.114,55.14
Luxury & View meet in one place at Palm Tower,Entire vacation home,entire_home,دبي,25314,Studio,1,2,t,,False,False,132,0.0,6772,0.0,90,43,57,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.14
HomesGetaway- Luxury Studio in Palm Tower Jumeirah,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,129,0.0,4327,0.0,78,28,43,4,5.0,10.0,10.0,10.0,9.0,10.0,10.0,25.114,55.14
Spectacular 1BR at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,312,0.0,53305,0.0,255,143,67,15,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.14
1 Bdr Seaview in The Palm Tower by St. Regis,Entire rental unit,entire_home,دبي,25314,1,2,4,f,,False,False,188,0.0,42165,0.0,267,187,84,23,4.7,9.0,9.0,10.0,9.0,10.0,9.0,25.114,55.14
Sublime Studio at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,134,0.0,8321,0.0,90,52,69,1,4.7,9.0,9.0,10.0,10.0,9.0,9.0,25.114,55.14
Seaview Studio in The Palm Tower by St. Regis,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,96,0.0,3494,0.0,91,30,40,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.14
Seaview Studio in The Palm Tower by St. Regis,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,100,0.0,1922,0.0,31,16,62,2,,,,,,,,25.114,55.14
Seaview Studio in The Palm Tower by St. Regis,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,100,0.0,6273,0.0,123,52,51,3,,,,,,,,25.114,55.14
Seaview Studio in The Palm Tower by St. Regis,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,99,0.0,9932,0.0,152,84,66,11,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.114,55.14
Livbnb - 1BR w/Spectacular Sea Views in Palm Tower,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,211,0.0,12206,0.0,89,48,65,3,,,,,,,,25.114,55.14
Heavenly Studio at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,1,f,,False,False,137,0.0,6390,0.0,88,39,53,5,,,,,,,,25.114,55.14
Sea-facing 1BR at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,278,0.0,2672,0.0,31,8,31,1,,,,,,,,25.114,55.14
"Sea view studio, The Palm Tower",Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,139,0.0,3469,0.0,48,21,52,3,,,,,,,,25.114,55.14
Exuberant 1BR at The Palm Tower Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,216,0.0,3616,0.0,31,14,54,1,,,,,,,,25.114,55.14
The Palm tower | stunning 5-star studio,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,152,0.0,365,0.0,60,2,4,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11394,55.14054
High-End Living 1 Bedroom Apt in The Palm Tower,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,290,0.0,10858,0.0,52,31,72,4,,,,,,,,25.11441,55.13911
Luxury Living & views at St Regis - High Floor,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,t,,False,False,264,0.0,33201,0.0,262,105,48,22,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.11447,55.13954
The Palm Tower 1 Corner Bedroom Dubai,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,928,0.0,13317,0.0,41,12,35,2,,,,,,,,25.114691666007147,55.13923736582881
Luxury Studio w/ Dreamy Views over Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,186,0.0,29621,0.0,175,132,91,8,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.11478,55.13915
Opulent Apt with Panoramic Views of Palm & Marina,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,206,0.0,7873,0.0,91,32,42,9,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11496,55.13898
Palm Jumairas is the best location in Dubai,Private room in rental unit,private_room,Dubai,25314,1,1,1,f,2.0,True,True,200,50.0,290,0.0,2,1,60,1,,,,,,,,25.11505,55.13953
Luxury Palm Jumeirah ·  Private beach and pool · T,Entire rental unit,entire_home,Dubai,25314,3,3,6,t,43.0,True,False,362,95.0,75087,0.0,340,167,59,26,4.8,10.0,9.0,10.0,10.0,10.0,9.0,25.114997738751438,55.13962945011824
Full Sea View 2br & Maids Room in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,3,4,6,f,,False,False,183,0.0,7027,0.0,48,32,80,3,,,,,,,,25.11504697851405,55.139628178503145
Spacious Studio Apartment On The Palm,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,120,0.0,27658,0.0,268,192,86,29,4.3,8.0,9.0,9.0,8.0,9.0,9.0,25.11449,55.14045
"Regal Vista, Palm Tower's Luxe Retreat - St. Regis",Entire rental unit,entire_home,دبي,25314,1,2,3,t,,False,False,158,0.0,8176,0.0,69,43,75,1,,,,,,,,25.114750120068035,55.13975289620509
Opulent Apt with Panoramic Views of Palm & Marina,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,247,0.0,2376,0.0,13,8,74,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11487,55.13965
Palm Tower Palm Jumeirah Dubai,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,2.0,False,False,414,0.0,3465,0.0,31,7,27,5,5.0,10.0,9.0,10.0,9.0,10.0,10.0,25.11508,55.13972
1Bed Apartment Beautiful sunset view n Palm Tower,Entire rental unit,entire_home,Dubai,25314,1,2,2,t,,False,False,165,0.0,7783,0.0,89,39,53,4,5.0,10.0,10.0,10.0,10.0,8.0,6.0,25.11503,55.13981
LUXFolio Retreats - Exclusive Penthouse - Palm,Entire rental unit,entire_home,Dubai,25314,4,5,8,f,,False,False,1133,0.0,16315,0.0,30,12,48,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11515,55.1398
50% DISCOUNT GIVEN! Studio right by the sea!!!,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,289.0,True,False,94,109.0,34925,3.63333,324,275,100,41,4.4,8.0,9.0,9.0,9.0,9.0,9.0,25.11576,55.13687
NEW! Gorgeous Studio with breath-taking Palm Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,75,0.0,6844,0.0,125,76,73,10,3.5,7.0,7.0,10.0,8.0,9.0,7.0,25.11589,55.13688
3 Bedroom Family-Friendly Apartment Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,3,5,6,t,,False,True,274,0.0,44517,0.0,211,135,77,12,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.116,55.137
Sunny Palm Views studio,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,98,0.0,7277,0.0,158,62,47,7,4.3,9.0,9.0,9.0,9.0,9.0,9.0,25.116,55.137
Exclusive Apt w/ Seafront Views over Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,3,5,6,f,,False,False,469,0.0,9005,0.0,30,16,64,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11553,55.13801
Luxury studio Full Sea View on the Dubai Palm,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,105,0.0,4410,0.0,84,35,50,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11562,55.138
NEW! Spacious Studio with breath-taking Palm Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,71,0.0,1874,0.0,48,22,55,2,,,,,,,,25.11639854552211,55.13680432540721
GuestReady - Marina Paradise in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,4,4,f,,False,False,246,0.0,23124,0.0,100,78,94,7,5.0,10.0,10.0,9.0,10.0,10.0,10.0,25.11674,55.13699
Sunrise waterfront studio - Palm,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,99,0.0,6839,0.0,157,58,44,10,4.4,10.0,10.0,10.0,9.0,10.0,10.0,25.116707982307272,55.137442137692666
Luxury Sea View near Five Palm | 2-Bedroom | Pool,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,True,227,0.0,5221,0.0,23,20,100,3,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.11561,55.13898
Amazing studio apartment same bld. of St.Regis,Entire serviced apartment,entire_home,Dubai,25314,1,1,2,f,,False,False,817,0.0,980,0.0,2,1,60,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11593,55.13927
Serene 2BR Sea View Apt at The Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,4,5,f,,False,False,161,0.0,15359,0.0,159,79,60,11,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11575,55.13964
Luxury three bedroom flat - discounted!,Entire vacation home,entire_home,Dubai,25314,3,4,6,t,,False,False,307,0.0,28459,0.0,103,77,90,13,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.116,55.14
Mesmerizing Apt With Beach Access in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,219,0.0,29456,0.0,269,113,50,18,4.5,10.0,9.0,9.0,10.0,10.0,9.0,25.116,55.14
Palm Jumeirah 2BDR | Big Balcony | Near the sea,Entire rental unit,entire_home,Dubai,25314,2,2,4,t,,False,True,150,0.0,4551,0.0,74,25,41,4,4.0,10.0,9.0,9.0,10.0,9.0,9.0,25.116,55.14
"Homely 2BR in Marina Residence, Palm Jumeirah",Entire rental unit,entire_home,Dubai,25314,2,4,5,f,,False,False,215,0.0,5366,0.0,48,21,52,1,,,,,,,,25.116,55.14
"Classy Stay, Viewing Deck & Private Beach Access",Entire rental unit,entire_home,Dubai,25314,1,2,3,t,,False,False,138,0.0,12420,0.0,90,87,100,1,,,,,,,,25.11618,55.13992
Stunning 2 Bed Apt in Marina Residence 6,Entire rental unit,entire_home,Dubai,25314,3,3,6,f,,False,False,187,0.0,12869,0.0,111,57,62,8,,,,,,,,25.11603,55.14038
Beach Access | Yacht View | Superb Amenities,Entire rental unit,entire_home,Dubai,25314,2,2,5,f,123.0,False,False,382,0.0,7755,0.0,35,17,58,6,5.0,10.0,10.0,9.0,10.0,10.0,10.0,25.11626,55.13957
Summer OFFER 2BR Upgraded Sea view Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,209,0.0,9988,0.0,59,40,81,2,,,,,,,,25.11677,55.13909
LUXURIOUS 2BR ★ WALK-OUT POOL ★ DIRECT MALL ACCESS,Entire rental unit,entire_home,Dubai,25314,2,3,8,f,16.0,False,False,350,69.0,627,13.1429,2,1,60,3,4.8,10.0,10.0,9.0,9.0,10.0,9.0,25.11704,55.13898
Splendid Apt on The Palm with Stunning Sea Views,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,249,0.0,9462,0.0,38,35,100,0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,25.11644,55.14006
Luxury at Palm Jumeirah wz Private Beach,Entire rental unit,entire_home,Dubai,25314,3,4,7,t,,False,False,266,0.0,20833,0.0,89,65,88,4,5.0,10.0,10.0,9.0,9.0,10.0,10.0,25.11646,55.13975
Resort living 3 BR Pvt beach access @ lux andaaz,Entire rental unit,entire_home,Dubai,25314,3,3,6,f,,False,False,334,0.0,22208,0.0,109,55,61,4,5.0,8.0,10.0,10.0,8.0,10.0,10.0,25.11679,55.14
"bnbmehomes | Pvt Beach, Infinity Pool @ Andaaz",Entire rental unit,entire_home,Dubai,25314,1,2,3,f,120.0,True,True,242,68.0,54546,0.0,317,179,68,35,4.5,9.0,8.0,8.0,9.0,10.0,8.0,25.11672,55.14033
Luxurious Villa with Beach Access & Private Pool,Entire home,entire_home,Dubai,25314,4,4,8,f,,False,False,699,0.0,15916,0.0,69,19,33,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.121,55.128
Luxury Villa o Palm Jumeirah,Entire home,entire_home,Dubai,25314,4,4,10,f,,False,True,1498,0.0,70032,0.0,55,39,85,6,5.0,10.0,10.0,10.0,10.0,10.0,8.0,25.11851,55.12938
Stunning 4 Bedroom Villa with Pool / Beach Access,Entire villa,entire_home,Dubai,25314,4,3,8,f,,False,False,698,0.0,3267,0.0,39,4,12,1,5.0,10.0,8.0,10.0,8.0,10.0,10.0,25.12004,55.12942
4 Bedroom Fully furnished Villa,Entire home,entire_home,Dubai,25314,4,4,8,f,,False,False,872,0.0,33136,0.0,38,36,100,0,,,,,,,,25.121,55.13
Luxurious 4 BDR villa in Palm Jumeirah,Entire villa,entire_home,دبي,25314,5,5,8,t,,False,True,1225,0.0,34937,0.0,62,24,46,3,,,,,,,,25.11948,55.13089
Splendid 5BR Villa at Canal Cove Palm Jumeirah,Entire villa,entire_home,Dubai,25314,5,6,10,f,,False,False,940,0.0,152195,0.0,257,134,63,23,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.12,55.131
Exquisite Paradise-Luxurious Villa Retreat - Palm,Entire villa,entire_home,Dubai,25314,3,5,6,f,,False,False,641,0.0,28069,0.0,151,37,29,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.123,55.126
GuestReady - A Glimpse of Burj Al Arab,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,False,267,0.0,9612,0.0,60,30,60,1,,,,,,,,25.12132,55.13267
GuestReady - Bejeweled sky at The Palm Tower,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,163,0.0,9943,0.0,61,52,100,1,,,,,,,,25.12146,55.13265
Breath-taking 6BR Villa in Frond E Palm Jumeirah,Entire villa,entire_home,Dubai,25314,6,6,12,f,,False,False,1147,0.0,202124,0.0,267,147,66,24,4.7,9.0,10.0,9.0,10.0,10.0,9.0,25.123,55.131
The Atlantic View Palm Villa,Entire home,entire_home,Dubai,25314,5,6,10,f,,False,False,771,0.0,9992,0.0,48,11,27,1,3.0,6.0,8.0,6.0,6.0,10.0,6.0,25.1234695832401,55.1300561597658
Cheerful 7-bedroom villa with pool and beach,Entire villa,entire_home,Dubai,25314,7,8,14,f,58.0,False,True,6565,0.0,15756,0.0,6,2,40,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.12403,55.12994
GuestReady - Majestic Oasis in The Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,388,0.0,22411,0.0,76,48,76,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.12323,55.13115
GuestReady - Posh getaway with Burj Al Arab view,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,,False,False,257,0.0,21501,0.0,89,70,94,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.12312,55.13153
Beachfront 5BR Villa w/ Private Pool at the Palm,Entire villa,entire_home,Dubai,25314,5,7,11,t,,False,False,907,0.0,87489,0.0,106,80,91,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.12444,55.13148
Luxury 2B Apartment/Flat on the Palm Jumeriah,Entire rental unit,entire_home,Dubai,25314,2,2,6,f,1.0,False,False,291,46.0,9508,0.0,115,27,28,3,4.0,10.0,8.0,9.0,10.0,8.0,8.0,25.11773,55.13387
Majestic studio | Sea view on Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,91,0.0,18487,0.0,239,170,85,31,4.8,10.0,10.0,10.0,9.0,10.0,9.0,25.11735,55.13556
GuestReady - Stylish stay with Burj Al Arab View,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,160,0.0,2502,0.0,34,13,46,2,,,,,,,,25.11739158160263,55.135630214525705
Dubai Palm Jumeriah Lux Studio,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,103,0.0,4217,0.0,89,34,46,7,4.7,9.0,9.0,10.0,10.0,9.0,9.0,25.11786,55.13544
Studio at the heart of the Palm Jumeirah,Private room in rental unit,private_room,Dubai,25314,1,1,3,f,1.0,True,True,320,41.0,384,0.0,2,1,60,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1172,55.13623
Perfect Studio | Palm Tower,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,,False,False,343,0.0,18934,0.0,69,46,80,5,,,,,,,,25.11768,55.13576
Calm Studio with Sea Views on the Palm,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,61,0.0,3349,0.0,61,46,90,2,,,,,,,,25.11819936703765,55.13555233047465
Glamorous 6BR Villa in Frond C Palm Jumeirah,Entire villa,entire_home,Dubai,25314,6,7,12,f,,False,False,1000,0.0,76540,0.0,89,64,86,4,4.0,10.0,6.0,10.0,10.0,10.0,8.0,25.121,55.134
